susceptibility,symptom_risk,hospitalisation_risk,death_risk
0.6109,0.0676,0.020854852053312,0.00152107299536445
0.3537,0.0152,0.0202450610576011,0.00106475109675512
0.3998,0.0213,0.0113421125202223,0.0144501934559623
0.4318,0.0262,0.00914686493566315,0.00790957957589515
0.6081,0.0668,0.00731749194853052,0.00912643797218671
0.7004,0.0982,0.00512224436397136,0.0191655197415921
0.7152,0.1039,0.00768336654595704,0.0177965540457641
0.6895,0.0941,0.0109762379227958,0.0191655197415921
0.7075,0.1009,0.014634983897061,0.0285961723128517
0.766,0.1253,0.0197572282610324,0.031790425603117
0.8963,0.1925,0.0198791864601746,0.048522228552126
1.0018,0.2607,0.0189035208670372,0.0863969461367009
1.0455,0.2929,0.0254892636207146,0.14891304624618
1.307,0.5387,0.0301236751881173,0.140090822873066
1.387,0.6334,0.0296358423915486,0.251433366133744
1.3056,0.5371,0.0317091317769656,0.344675140749585
1.4357,0.696,0.0345141703572356,0.39836901748595
1.5476,0.8541,0.0321969645735343,0.528572865889147
1.5698,0.888,0.0280503858027003,0.87933229862019
1.5229,0.8174,0.023659890633582,1
1.5776,0.9,0.023659890633582,1
