susceptibility,symptom_risk,hospitalisation_risk,death_risk
0.6109,0.0676,0.025032349258677,0.00196520790106727
0.3537,0.0152,0.0243004092218736,0.00137564553074709
0.3998,0.0213,0.0136140846845436,0.0186694750601391
0.4318,0.0262,0.0109791005520513,0.0102190810855498
0.6081,0.0668,0.00878328044164105,0.0117912474064036
0.7004,0.0982,0.00614829630914874,0.0247616195534476
0.7152,0.1039,0.00922244446372311,0.0229929324424871
0.6895,0.0941,0.0131749206624616,0.0247616195534476
0.7075,0.1009,0.0175665608832821,0.0369459085400647
0.766,0.1253,0.0237148571924308,0.041072845132306
0.8963,0.1925,0.0238612451997915,0.0626901320440459
1.0018,0.2607,0.0226901411409061,0.111623808780621
1.0455,0.2929,0.030595093538383,0.192393853514486
1.307,0.5387,0.036157837818089,0.180995647688296
1.387,0.6334,0.0355722857886463,0.32484886604642
1.3056,0.5371,0.0380608819137779,0.445316110381844
1.4357,0.696,0.0414278060830736,0.514687949289518
1.5476,0.8541,0.0386464339432206,0.682909745620877
1.5698,0.888,0.0336692416929574,1
1.5229,0.8174,0.0283992734279727,1
1.5776,0.9,0.0283992734279727,1
