susceptibility,symptom_risk,hospitalisation_risk,death_risk
0.6109,0.0676,0.0118304028658989,0.00153076248306571
0.3537,0.0152,0.0114844846534457,0.001071533738146
0.3998,0.0213,0.00643407875162921,0.0145422435891243
0.4318,0.0262,0.00518877318679775,0.0079599649119417
0.6081,0.0668,0.0041510185494382,0.00918457489839427
0.7004,0.0982,0.00290571298460674,0.019287607286628
0.7152,0.1039,0.00435856947691011,0.0179099210518688
0.6895,0.0941,0.0062265278241573,0.019287607286628
0.7075,0.1009,0.0083020370988764,0.0287783346816354
0.766,0.1253,0.0112077500834831,0.0319929358960734
0.8963,0.1925,0.0112769337259738,0.0488313232097962
1.0018,0.2607,0.0107234645860487,0.0869473090381324
1.0455,0.2929,0.0144593812805431,0.149861647092133
1.307,0.5387,0.0170883596951873,0.140983224690352
1.387,0.6334,0.0168116251252247,0.253035038450762
1.3056,0.5371,0.0179877470475655,0.34687077866269
1.4357,0.696,0.0195789708248502,0.40090669431491
1.5476,0.8541,0.0182644816175281,0.531939962865335
1.5698,0.888,0.0159122377728464,0.884933791460288
1.5229,0.8174,0.0134216266431835,1
1.5776,0.9,0.0134216266431835,1
