susceptibility,symptom_risk,hospitalisation_risk,death_risk
0.6109,0.0676,0.0213641549587277,0.00150363964665514
0.3537,0.0152,0.0207394720651977,0.0010525477526586
0.3998,0.0213,0.0116191018196589,0.0142845766432239
0.4318,0.0262,0.00937024340295076,0.00781892616260674
0.6081,0.0668,0.00749619472236061,0.00902183787993086
0.7004,0.0982,0.00524733630565242,0.0189458595478548
0.7152,0.1039,0.00787100445847864,0.0175925838658652
0.6895,0.0941,0.0112442920835409,0.0189458595478548
0.7075,0.1009,0.0149923894447212,0.0282684253571167
0.766,0.1253,0.0202397257503736,0.0314260686150925
0.8963,0.1925,0.0203646623290796,0.0479661047282991
1.0018,0.2607,0.0193651696994316,0.0854067319300121
1.0455,0.2929,0.0261117449495561,0.147206321407539
1.307,0.5387,0.0308593349403845,0.138485211456939
1.387,0.6334,0.0303595886255605,0.248551633592095
1.3056,0.5371,0.0324835104635626,0.340724743932055
1.4357,0.696,0.0353570517738009,0.393803223458982
1.5476,0.8541,0.0329832567783867,0.522514777212662
1.5698,0.888,0.0287354131023823,0.869254079731338
1.5229,0.8174,0.024237696268966,1
1.5776,0.9,0.024237696268966,1
