susceptibility,symptom_risk,hospitalisation_risk,death_risk
0.6109,0.0676,0.0174866795763676,0.00125352179278214
0.3537,0.0152,0.016975373156006,0.000877465254947498
0.3998,0.0213,0.00951029941872624,0.0119084570314303
0.4318,0.0262,0.00766959630542439,0.00651831332246713
0.6081,0.0668,0.00613567704433951,0.00752113075669284
0.7004,0.0982,0.00429497393103766,0.015794374589055
0.7152,0.1039,0.00644246089655649,0.014666204975551
0.6895,0.0941,0.00920351556650927,0.015794374589055
0.7075,0.1009,0.012271354088679,0.0235662097043042
0.766,0.1253,0.0165663280197167,0.0261986054691467
0.8963,0.1925,0.016668589303789,0.0399873451897503
1.0018,0.2607,0.0158504990312104,0.0712000378300255
1.0455,0.2929,0.021372608371116,0.122719783513371
1.307,0.5387,0.0252585371658643,0.115449357115235
1.387,0.6334,0.024849492029575,0.207207152346888
1.3056,0.5371,0.0265879338588046,0.284048038244433
1.4357,0.696,0.028939943392468,0.328297357529642
1.5476,0.8541,0.0269969789950939,0.435598822991794
1.5698,0.888,0.0235200953366348,0.724660948407355
1.5229,0.8174,0.0198386891100311,1
1.5776,0.9,0.0198386891100311,0.997677994875305
